country,year,num_conflicts,bd_best,bd_low,bd_high,type_of_conflict
Pakistan,1996,2,77,77,77,"Interstate, Intrastate"
Pakistan,1997,1,127,127,133,Interstate
Pakistan,1998,1,147,147,163,Interstate
Pakistan,1999,1,934,914,1508,Interstate
Pakistan,2000,1,225,221,263,Interstate
Pakistan,2001,1,48,48,86,Interstate
Pakistan,2002,1,212,212,233,Interstate
Pakistan,2003,1,237,237,276,Interstate
Pakistan,2004,1,43,43,58,Intrastate
Pakistan,2006,1,200,200,209,Intrastate
Pakistan,2007,2,668,667,1058,Intrastate
Pakistan,2008,2,3195,3166,3932,Intrastate
Pakistan,2009,2,6384,4855,6823,Intrastate
Pakistan,2010,1,5574,5322,6409,Intrastate
Pakistan,2011,2,2640,2603,3032,Intrastate
Pakistan,2012,2,2791,2791,3104,Intrastate
Pakistan,2013,3,1805,1805,1836,"Interstate, Intrastate"
Pakistan,2014,3,3086,3081,3174,"Interstate, Intrastate"
Pakistan,2015,3,2124,2123,2160,"Internationalized Intrastate, Interstate, Intrastate"
Pakistan,2016,4,788,788,808,"Internationalized Intrastate, Interstate, Intrastate"
Pakistan,2017,3,737,737,741,"Internationalized Intrastate, Interstate, Intrastate"
Pakistan,2018,3,327,324,375,"Internationalized Intrastate, Interstate, Intrastate"
Pakistan,2019,4,378,378,394,"Interstate, Intrastate"
Pakistan,2020,3,468,425,475,"Interstate, Intrastate"
Pakistan,2021,3,414,392,446,Intrastate
Pakistan,2022,3,677,632,845,Intrastate
Pakistan,2023,3,1068,967,1173,Intrastate
Pakistan,2024,3,1684,1651,2179,"Interstate, Intrastate"
Pakistan,2025,5,3336,3113,5152,"Interstate, Intrastate"
Panama,1989,2,920,769,2234,"Interstate, Intrastate"
Papua New Guinea,1990,1,55,55,65,Intrastate
Papua New Guinea,1992,1,35,35,55,Intrastate
Papua New Guinea,1993,1,34,34,62,Intrastate
Papua New Guinea,1994,1,26,26,26,Intrastate
Papua New Guinea,1995,1,29,29,31,Intrastate
Papua New Guinea,1996,1,78,78,80,Intrastate
Paraguay,1989,1,150,17,300,Intrastate
Peru,1989,1,1827,1810,1838,Intrastate
Peru,1990,1,1099,1099,1099,Intrastate
Peru,1991,1,1138,1138,1139,Intrastate
Peru,1992,1,1042,1042,1044,Intrastate
Peru,1993,1,672,672,677,Intrastate
Peru,1994,1,253,253,253,Intrastate
Peru,1995,2,277,270,481,"Interstate, Intrastate"
Peru,1996,1,80,80,80,Intrastate
Peru,1997,1,93,93,99,Intrastate
Peru,1998,1,25,25,25,Intrastate
Peru,1999,1,75,75,75,Intrastate
Peru,2007,1,32,32,32,Intrastate
Peru,2008,1,40,40,40,Intrastate
Peru,2009,1,50,50,80,Intrastate
Peru,2010,1,28,28,28,Intrastate
Philippines,1989,2,937,916,1000,Intrastate
Philippines,1990,2,1316,1312,1334,Intrastate
Philippines,1991,1,1514,1514,1933,Intrastate
Philippines,1992,1,430,430,454,Intrastate
Philippines,1993,2,253,253,292,Intrastate
Philippines,1994,2,265,265,286,Intrastate
Philippines,1995,2,152,152,163,Intrastate
Philippines,1996,1,180,180,184,Intrastate
Philippines,1997,2,302,262,380,Intrastate
Philippines,1998,1,93,93,93,Intrastate
Philippines,1999,2,199,166,233,Intrastate
Philippines,2000,2,1567,1545,1699,Intrastate
Philippines,2001,2,1001,716,1208,Intrastate
Philippines,2002,2,662,662,707,Intrastate
Philippines,2003,2,1051,922,1272,Intrastate
Philippines,2004,2,339,330,443,Intrastate
Philippines,2005,2,470,455,530,Intrastate
Philippines,2006,2,360,360,1134,Intrastate
Philippines,2007,2,439,439,1403,Intrastate
Philippines,2008,2,481,481,763,Intrastate
Philippines,2009,2,894,878,948,Intrastate
Philippines,2010,2,332,332,437,Intrastate
Philippines,2011,2,350,350,381,Intrastate
Philippines,2012,2,295,288,331,Intrastate
Philippines,2013,2,514,514,584,Intrastate
Philippines,2014,2,470,463,487,Intrastate
Philippines,2015,2,572,562,738,Intrastate
Philippines,2016,3,550,456,627,Intrastate
Philippines,2017,3,1624,1597,1742,"Internationalized Intrastate, Intrastate"
Philippines,2018,3,420,345,430,Intrastate
Philippines,2019,3,309,296,352,Intrastate
Philippines,2020,3,348,347,350,Intrastate
Philippines,2021,2,266,266,266,Intrastate
Philippines,2022,2,220,217,220,Intrastate
Philippines,2023,2,243,242,260,Intrastate
Philippines,2024,2,176,165,176,Intrastate
Philippines,2025,1,141,135,141,Intrastate
Romania,1989,1,249,249,499,Intrastate
Russia (Soviet Union),1990,2,192,78,402,Intrastate
Russia (Soviet Union),1991,1,220,220,501,Intrastate
Russia (Soviet Union),1993,1,145,145,147,Intrastate
Russia (Soviet Union),1994,1,229,229,338,Intrastate
Russia (Soviet Union),1995,1,1754,1754,3896,Intrastate
Russia (Soviet Union),1996,1,2721,2704,4027,Intrastate
Russia (Soviet Union),1999,2,5854,5819,12208,Intrastate
Russia (Soviet Union),2000,1,2907,2907,5329,Intrastate
Russia (Soviet Union),2001,1,791,790,1032,Intrastate
Russia (Soviet Union),2002,1,1289,1131,3196,Intrastate
Russia (Soviet Union),2003,1,480,476,626,Intrastate
Russia (Soviet Union),2004,1,1151,1134,1307,Intrastate
Russia (Soviet Union),2005,1,682,650,735,Intrastate
Russia (Soviet Union),2006,1,259,259,357,Intrastate
Russia (Soviet Union),2007,2,176,176,273,Intrastate
Russia (Soviet Union),2008,1,404,279,453,Intrastate
Russia (Soviet Union),2009,1,697,553,780,Intrastate
Russia (Soviet Union),2010,1,418,409,634,Intrastate
Russia (Soviet Union),2011,1,359,358,518,Intrastate
Russia (Soviet Union),2012,1,516,514,723,Intrastate
Russia (Soviet Union),2013,1,321,286,535,Intrastate
Russia (Soviet Union),2014,1,173,173,301,Intrastate
Russia (Soviet Union),2015,2,85,78,90,Intrastate
Russia (Soviet Union),2016,1,69,64,85,Intrastate
Russia (Soviet Union),2017,1,53,53,76,Intrastate
Russia (Soviet Union),2018,1,30,30,30,Intrastate
Russia (Soviet Union),2019,1,26,26,27,Intrastate
Russia (Soviet Union),2020,1,30,24,31,Intrastate
Russia (Soviet Union),2022,1,99473,72533,172378,Interstate
Russia (Soviet Union),2023,2,76351,71125,135281,"Interstate, Intrastate"
Russia (Soviet Union),2024,3,102201,81021,127087,"Interstate, Intrastate"
Russia (Soviet Union),2025,1,94741,87321,140889,Interstate
Rwanda,1990,1,1126,1098,2338,Internationalized Intrastate
Rwanda,1991,1,153,150,1977,Intrastate
Rwanda,1992,1,87,87,1390,Intrastate
Rwanda,1993,1,353,353,403,Intrastate
Rwanda,1994,1,1882,1781,2026,Intrastate
Rwanda,1996,1,124,94,355,Intrastate
Rwanda,1997,1,1086,686,1466,Intrastate
Rwanda,1998,1,1096,1096,1901,Intrastate
Rwanda,1999,1,315,115,315,Intrastate
Rwanda,2000,1,155,155,294,Intrastate
Rwanda,2001,1,2054,359,2054,Intrastate
Rwanda,2002,1,83,63,83,Intrastate
Rwanda,2009,1,1807,1703,2060,Internationalized Intrastate
Rwanda,2010,1,212,208,267,Internationalized Intrastate
Rwanda,2011,1,116,101,118,Internationalized Intrastate
Rwanda,2012,1,83,59,99,Internationalized Intrastate
Rwanda,2016,1,136,136,136,Internationalized Intrastate
Rwanda,2019,1,226,226,305,Internationalized Intrastate
Rwanda,2020,1,134,133,137,Internationalized Intrastate
Rwanda,2022,1,25,25,25,Intrastate
Rwanda,2023,1,132,130,133,Intrastate
Rwanda,2024,1,44,37,44,Intrastate
Rwanda,2025,1,60,12,84,Intrastate
Senegal,1990,1,58,58,58,Intrastate
Senegal,1992,1,78,78,78,Intrastate
Senegal,1993,1,233,233,243,Intrastate
Senegal,1995,1,299,299,303,Intrastate
Senegal,1997,1,319,319,319,Intrastate
Senegal,1998,1,242,242,252,Intrastate
Senegal,2000,1,47,47,52,Intrastate
Senegal,2003,1,39,38,39,Intrastate
Senegal,2011,1,25,25,43,Intrastate
Serbia (Yugoslavia),1991,2,3022,2949,4465,Intrastate
Serbia (Yugoslavia),1992,1,153,153,163,Intrastate
Serbia (Yugoslavia),1998,1,1235,651,2288,Intrastate
Serbia (Yugoslavia),1999,1,1404,1349,3074,Internationalized Intrastate
Sierra Leone,1991,1,552,551,1263,Internationalized Intrastate
Sierra Leone,1992,1,218,218,342,Internationalized Intrastate
Sierra Leone,1993,1,415,415,1088,Internationalized Intrastate
Sierra Leone,1994,1,628,628,779,Internationalized Intrastate
Sierra Leone,1995,1,1472,1472,2052,Internationalized Intrastate
Sierra Leone,1996,1,570,570,735,Internationalized Intrastate
Sierra Leone,1997,1,748,747,1552,Internationalized Intrastate
Sierra Leone,1998,1,3287,3285,4197,Internationalized Intrastate
Sierra Leone,1999,1,3153,3153,5650,Internationalized Intrastate
Sierra Leone,2000,1,382,382,642,Internationalized Intrastate
Sierra Leone,2001,1,48,48,92,Intrastate
Somalia,1989,1,379,379,4504,Intrastate
Somalia,1990,1,2710,1641,2962,Intrastate
Somalia,1991,1,8005,7230,9005,Intrastate
Somalia,1992,1,1154,1154,9823,Intrastate
Somalia,1993,1,25,18,25,Intrastate
Somalia,1994,1,237,237,614,Intrastate
Somalia,1995,1,104,97,108,Intrastate
Somalia,1996,1,256,255,308,Intrastate
Somalia,2001,1,228,223,268,Intrastate
Somalia,2002,1,114,113,207,Intrastate
Somalia,2006,1,547,463,1293,Internationalized Intrastate
Somalia,2007,1,1546,1528,2046,Internationalized Intrastate
Somalia,2008,1,1491,1433,2075,Internationalized Intrastate
Somalia,2009,1,1467,1263,1751,Internationalized Intrastate
Somalia,2010,1,2150,1915,2355,Internationalized Intrastate
Somalia,2011,1,1938,1559,2259,Internationalized Intrastate
Somalia,2012,1,2646,2470,2945,Internationalized Intrastate
Somalia,2013,1,940,760,1769,Internationalized Intrastate
Somalia,2014,1,1153,905,2303,Internationalized Intrastate
Somalia,2015,1,1206,927,2502,Internationalized Intrastate
Somalia,2016,1,1933,1207,3127,Internationalized Intrastate
Somalia,2017,1,1918,1778,2601,Internationalized Intrastate
Somalia,2018,2,2204,1919,3126,"Internationalized Intrastate, Intrastate"
Somalia,2019,2,1943,1693,2431,Internationalized Intrastate
Somalia,2020,2,1942,1900,2238,Internationalized Intrastate
Somalia,2021,2,2172,2163,2749,Internationalized Intrastate
Somalia,2022,1,3034,3006,4233,Internationalized Intrastate
Somalia,2023,1,3859,3846,4851,Internationalized Intrastate
Somalia,2024,1,2191,2163,2309,Internationalized Intrastate
Somalia,2025,2,3095,3035,3673,Internationalized Intrastate
South Africa,1989,1,361,360,363,Intrastate
South Sudan,2011,1,216,216,326,Intrastate
South Sudan,2012,2,504,504,1236,"Interstate, Intrastate"
South Sudan,2013,1,926,926,2318,Intrastate
South Sudan,2014,1,1667,719,2993,Internationalized Intrastate
South Sudan,2015,1,493,492,522,Internationalized Intrastate
South Sudan,2016,1,735,734,1155,Intrastate
South Sudan,2017,1,484,478,684,Intrastate
South Sudan,2018,1,526,497,727,Intrastate
South Sudan,2019,1,110,102,188,Intrastate
South Sudan,2020,1,58,49,135,Intrastate
South Sudan,2021,1,188,188,209,Intrastate
South Sudan,2025,1,282,277,446,Intrastate
Spain,1991,1,45,45,45,Intrastate
Sri Lanka,1989,2,533,533,662,Intrastate
Sri Lanka,1990,2,3622,3622,4661,Intrastate
Sri Lanka,1991,1,6432,6432,6787,Intrastate
Sri Lanka,1992,1,4091,4091,4247,Intrastate
Sri Lanka,1993,1,2075,2075,2347,Intrastate
Sri Lanka,1994,1,657,657,746,Intrastate
Sri Lanka,1995,1,4755,4748,5062,Intrastate
Sri Lanka,1996,1,3868,3868,4254,Intrastate
Sri Lanka,1997,1,2880,2880,3959,Intrastate
Sri Lanka,1998,1,3762,3762,4419,Intrastate
Sri Lanka,1999,1,1882,1882,2616,Intrastate
Sri Lanka,2000,1,2525,2525,4155,Intrastate
Sri Lanka,2001,1,1144,1144,1145,Intrastate
Sri Lanka,2003,1,29,17,46,Intrastate
Sri Lanka,2005,1,88,88,90,Intrastate
Sri Lanka,2006,1,1970,1970,2845,Intrastate
Sri Lanka,2007,1,2494,2391,3070,Intrastate
Sri Lanka,2008,1,8262,8262,9917,Intrastate
Sri Lanka,2009,1,10165,10136,13702,Intrastate
Sudan,1989,1,4253,4253,5253,Intrastate
Sudan,1990,1,4335,4335,4335,Intrastate
Sudan,1991,1,1317,1317,4317,Intrastate
Sudan,1992,1,1083,1083,4083,Intrastate
Sudan,1993,1,942,942,942,Intrastate
Sudan,1994,1,337,337,337,Intrastate
Sudan,1995,1,1000,1000,1882,Intrastate
Sudan,1996,1,2289,2289,2291,Intrastate
Sudan,1997,1,3709,3709,7228,Intrastate
Sudan,1998,1,4891,4891,5572,Intrastate
Sudan,1999,1,1408,1408,1597,Intrastate
Sudan,2000,1,2841,2841,3610,Intrastate
Sudan,2001,1,3408,3408,3658,Intrastate
Sudan,2002,1,2021,2021,3024,Intrastate
Sudan,2003,1,1999,1899,2856,Internationalized Intrastate
Sudan,2004,1,3278,3277,4588,Intrastate
Sudan,2005,1,161,161,191,Intrastate
Sudan,2006,1,1002,1002,2719,Intrastate
Sudan,2007,1,217,201,222,Intrastate
Sudan,2008,1,598,598,1476,Intrastate
Sudan,2009,1,353,353,370,Intrastate
Sudan,2010,1,1010,1010,1888,Intrastate
Sudan,2011,2,1404,1380,2222,"Internationalized Intrastate, Intrastate"
Sudan,2012,2,1540,1490,2902,"Interstate, Intrastate"
Sudan,2013,1,594,528,3784,Intrastate
Sudan,2014,1,856,815,3386,Intrastate
Sudan,2015,1,1264,1264,2379,Intrastate
Sudan,2016,1,1309,1303,2321,Intrastate
Sudan,2017,1,160,148,360,Intrastate
Sudan,2018,1,243,191,500,Intrastate
Sudan,2020,1,45,45,48,Intrastate
Sudan,2021,1,31,31,72,Intrastate
Sudan,2022,1,47,47,47,Intrastate
Sudan,2023,1,11760,11737,17241,Intrastate
Sudan,2024,1,4684,4360,4974,Intrastate
Sudan,2025,1,12269,11718,12661,Intrastate
Syria,2011,1,1203,1121,1451,Intrastate
Syria,2012,2,50490,48759,55537,Intrastate
Syria,2013,3,72016,68601,76818,Intrastate
Syria,2014,3,65345,63576,68372,"Internationalized Intrastate, Intrastate"
Syria,2015,3,50181,48268,51914,"Internationalized Intrastate, Intrastate"
Syria,2016,3,43650,42199,45145,"Internationalized Intrastate, Intrastate"
Syria,2017,2,24126,23282,25972,Internationalized Intrastate
Syria,2018,3,13072,12622,13717,"Internationalized Intrastate, Intrastate"
Syria,2019,2,7379,7231,7812,Internationalized Intrastate
Syria,2020,2,4589,4206,5095,Internationalized Intrastate
Syria,2021,2,1356,1344,1559,Internationalized Intrastate
Syria,2022,2,911,908,1107,Internationalized Intrastate
Syria,2023,3,1500,1500,1641,"Internationalized Intrastate, Intrastate"
Syria,2024,3,2166,2119,2194,"Internationalized Intrastate, Intrastate"
Syria,2025,4,735,734,757,"Internationalized Intrastate, Interstate, Intrastate"
Tajikistan,1992,1,3355,3352,5118,Internationalized Intrastate
Tajikistan,1993,1,1395,1395,1596,Internationalized Intrastate
Tajikistan,1994,1,356,356,645,Internationalized Intrastate
Tajikistan,1995,1,368,362,649,Internationalized Intrastate
Tajikistan,1996,1,2790,2790,2869,Internationalized Intrastate
Tajikistan,1997,1,87,87,87,Intrastate
Tajikistan,1998,1,600,600,617,Intrastate
Tajikistan,2000,1,46,46,46,Intrastate
Tajikistan,2010,1,98,93,244,Intrastate
Tajikistan,2011,1,28,21,30,Intrastate
Tajikistan,2018,1,52,52,63,Intrastate
Tajikistan,2019,1,49,24,75,Intrastate
Tajikistan,2021,1,56,56,56,Interstate
Tajikistan,2022,1,150,134,159,Interstate
Tanzania,2020,1,25,22,26,Intrastate
Thailand,2003,1,26,26,27,Intrastate
Thailand,2004,1,164,162,170,Intrastate
Thailand,2005,1,205,202,212,Intrastate
Thailand,2006,1,212,212,217,Intrastate
Thailand,2007,1,197,197,206,Intrastate
Thailand,2008,1,130,130,133,Intrastate
Thailand,2009,1,138,135,138,Intrastate
Thailand,2010,1,76,74,79,Intrastate
Thailand,2011,2,172,172,185,"Interstate, Intrastate"
Thailand,2012,1,131,131,132,Intrastate
Thailand,2013,1,189,188,192,Intrastate
Thailand,2014,1,68,62,72,Intrastate
Thailand,2015,1,57,56,57,Intrastate
Thailand,2016,1,50,49,50,Intrastate
Thailand,2017,1,43,43,43,Intrastate
Thailand,2018,1,36,27,36,Intrastate
Thailand,2019,1,55,54,55,Intrastate
Thailand,2020,1,46,37,47,Intrastate
Thailand,2021,1,38,30,38,Intrastate
Thailand,2022,1,29,23,29,Intrastate
Thailand,2023,1,30,19,30,Intrastate
Thailand,2024,1,34,28,36,Intrastate
Thailand,2025,2,288,268,479,"Interstate, Intrastate"
Togo,2022,1,34,19,59,Intrastate
Togo,2023,1,29,29,48,Intrastate
Togo,2024,1,46,46,53,Intrastate
Togo,2025,1,69,18,69,Intrastate
Trinidad and Tobago,1990,1,39,32,55,Intrastate
Tunisia,2013,1,29,29,30,Intrastate
Tunisia,2014,1,50,50,60,Intrastate
Tunisia,2015,1,59,59,61,Intrastate
Tunisia,2016,1,71,71,72,Intrastate
Turkey,1989,1,442,442,442,Intrastate
Turkey,1990,1,526,514,526,Intrastate
Turkey,1991,2,409,409,414,Intrastate
Turkey,1992,2,1734,1734,1751,Intrastate
Turkey,1993,2,2341,2341,3549,Intrastate
Turkey,1994,1,4165,4165,4268,Intrastate
Turkey,1995,1,3738,3731,4435,Intrastate
Turkey,1996,1,3974,3974,4067,Intrastate
Turkey,1997,1,3902,3899,5124,Intrastate
Turkey,1998,1,2074,2074,2162,Intrastate
Turkey,1999,1,1363,1363,1440,Intrastate
Turkey,2000,2,207,207,211,Intrastate
Turkey,2001,1,186,186,201,Intrastate
Turkey,2002,1,105,105,124,Intrastate
Turkey,2003,1,153,153,156,Intrastate
Turkey,2004,1,276,276,414,Intrastate
Turkey,2005,2,407,405,438,Intrastate
Turkey,2006,1,349,349,400,Intrastate
Turkey,2007,1,664,658,687,Intrastate
Turkey,2008,1,681,634,1067,Intrastate
Turkey,2009,1,219,214,232,Intrastate
Turkey,2010,1,356,347,414,Intrastate
Turkey,2011,1,558,557,760,Intrastate
Turkey,2012,1,853,853,866,Intrastate
Turkey,2013,1,32,32,36,Intrastate
Turkey,2015,2,932,927,1424,Intrastate
Turkey,2016,3,2615,2610,2711,Intrastate
Turkey,2017,2,1506,1439,1676,Intrastate
Turkey,2018,1,940,932,957,Intrastate
Turkey,2019,1,630,630,684,Intrastate
Turkey,2020,1,431,428,446,Intrastate
Turkey,2021,1,493,482,599,Intrastate
Turkey,2022,1,760,754,792,Intrastate
Turkey,2023,1,386,385,505,Intrastate
Turkey,2024,1,239,235,395,Intrastate
Turkey,2025,1,55,52,90,Intrastate
Uganda,1989,1,1019,1019,1040,Intrastate
Uganda,1990,1,621,621,633,Intrastate
Uganda,1991,1,853,853,853,Intrastate
Uganda,1992,1,72,72,72,Intrastate
Uganda,1994,1,149,149,226,Intrastate
Uganda,1995,1,295,295,332,Intrastate
Uganda,1996,1,1268,1268,1614,Intrastate
Uganda,1997,1,888,888,1179,Intrastate
Uganda,1998,1,835,835,1048,Intrastate
Uganda,1999,1,355,355,355,Intrastate
Uganda,2000,1,388,388,407,Intrastate
Uganda,2001,1,189,189,237,Intrastate
Uganda,2002,1,1086,1086,1881,Intrastate
Uganda,2003,1,642,641,1100,Intrastate
Uganda,2004,1,1610,1609,2215,Intrastate
Uganda,2005,1,695,695,814,Internationalized Intrastate
Uganda,2006,1,221,221,318,Intrastate
Uganda,2007,1,91,91,147,Intrastate
Uganda,2008,1,53,53,66,Internationalized Intrastate
Uganda,2009,1,238,238,263,Internationalized Intrastate
Uganda,2010,1,138,138,158,Internationalized Intrastate
Uganda,2011,1,136,136,146,Internationalized Intrastate
Uganda,2013,1,100,100,118,Internationalized Intrastate
Uganda,2014,1,864,864,1033,Internationalized Intrastate
Uganda,2015,1,197,162,227,Internationalized Intrastate
Uganda,2016,1,142,142,143,Internationalized Intrastate
Uganda,2017,1,141,141,149,Internationalized Intrastate
Uganda,2022,1,25,25,28,Intrastate
Ukraine,2014,4,4899,4776,5640,"Internationalized Intrastate, Intrastate"
Ukraine,2015,1,1894,1739,1951,Internationalized Intrastate
Ukraine,2016,1,697,488,766,Internationalized Intrastate
Ukraine,2017,1,447,422,497,Internationalized Intrastate
Ukraine,2018,1,243,168,257,Internationalized Intrastate
Ukraine,2019,1,311,259,311,Internationalized Intrastate
Ukraine,2020,1,196,113,257,Internationalized Intrastate
Ukraine,2021,1,208,167,213,Internationalized Intrastate
Ukraine,2022,2,99530,72589,172439,"Internationalized Intrastate, Interstate"
Ukraine,2023,1,76254,71065,135105,Interstate
Ukraine,2024,1,102120,80950,126998,Interstate
Ukraine,2025,1,94741,87321,140889,Interstate
United Kingdom,1989,1,38,38,39,Intrastate
United Kingdom,1990,1,44,44,46,Intrastate
United Kingdom,1991,1,26,26,27,Intrastate
United Kingdom,1998,1,29,29,29,Intrastate
United Kingdom,2001,1,1397,1388,2075,Interstate
United Kingdom,2003,1,7927,7927,13814,Interstate
United Kingdom,2024,1,130,84,198,Interstate
United Kingdom,2025,1,781,337,1044,Interstate
United States of America,1989,1,843,745,2001,Interstate
United States of America,2001,2,2980,2926,4107,"Internationalized Intrastate, Interstate"
United States of America,2002,1,880,866,1300,Internationalized Intrastate
United States of America,2003,2,7992,7992,13905,"Internationalized Intrastate, Interstate"
United States of America,2004,1,378,378,952,Internationalized Intrastate
United States of America,2005,1,108,107,289,Internationalized Intrastate
United States of America,2006,1,246,246,382,Internationalized Intrastate
United States of America,2007,1,186,149,225,Internationalized Intrastate
United States of America,2008,1,291,285,377,Internationalized Intrastate
United States of America,2009,1,493,416,683,Internationalized Intrastate
United States of America,2010,1,329,288,877,Internationalized Intrastate
United States of America,2011,1,203,203,513,Internationalized Intrastate
United States of America,2012,1,225,223,313,Internationalized Intrastate
United States of America,2013,1,38,35,145,Internationalized Intrastate
United States of America,2014,1,138,129,253,Internationalized Intrastate
United States of America,2015,1,87,81,138,Internationalized Intrastate
United States of America,2016,1,117,117,146,Internationalized Intrastate
United States of America,2017,1,111,100,194,Internationalized Intrastate
United States of America,2019,1,37,34,56,Internationalized Intrastate
United States of America,2024,1,130,84,198,Interstate
United States of America,2025,1,781,337,1044,Interstate
Uzbekistan,1999,1,67,64,76,Intrastate
Uzbekistan,2000,1,471,410,482,Internationalized Intrastate
Uzbekistan,2004,1,37,19,50,Intrastate
Venezuela,1992,1,144,144,263,Intrastate
Yemen (North Yemen),1994,1,1489,1283,3253,Intrastate
Yemen (North Yemen),2008,1,33,33,111,Intrastate
Yemen (North Yemen),2009,1,1413,1288,1611,Internationalized Intrastate
Yemen (North Yemen),2010,1,716,610,889,Internationalized Intrastate
Yemen (North Yemen),2011,1,1699,1520,1748,Internationalized Intrastate
Yemen (North Yemen),2012,1,2450,2406,2556,Internationalized Intrastate
Yemen (North Yemen),2013,1,582,576,650,Internationalized Intrastate
Yemen (North Yemen),2014,1,1855,1810,2241,Internationalized Intrastate
Yemen (North Yemen),2015,2,7842,7298,8991,"Internationalized Intrastate, Intrastate"
Yemen (North Yemen),2016,1,3275,3150,3402,Internationalized Intrastate
Yemen (North Yemen),2017,2,3235,3061,3672,"Internationalized Intrastate, Intrastate"
Yemen (North Yemen),2018,1,4706,4609,6827,Internationalized Intrastate
Yemen (North Yemen),2019,1,2637,2108,3589,Internationalized Intrastate
Yemen (North Yemen),2020,2,6293,3771,16278,"Internationalized Intrastate, Intrastate"
Yemen (North Yemen),2021,1,23360,22112,33637,Internationalized Intrastate
Yemen (North Yemen),2022,1,2920,2136,3572,Internationalized Intrastate
Yemen (North Yemen),2023,1,808,739,4619,Internationalized Intrastate
Yemen (North Yemen),2024,2,909,481,1003,"Internationalized Intrastate, Interstate"
Yemen (North Yemen),2025,4,1414,856,1716,"Internationalized Intrastate, Interstate, Intrastate"
